,Unnamed: 0,Delivery_person_Age,Delivery_person_Ratings,Weather_conditions,Road_traffic_density,Vehicle_condition,Type_of_order,Type_of_vehicle,multiple_deliveries,Festival,City,Time_taken (min),distance
14655,2857,,,Windy,Low,0,Meal,motorcycle,1.0,No,Metropolitian,24,20002.51582258576
14656,4742,29.0,4.7,Fog,Medium,1,Meal,scooter,1.0,No,Metropolitian,18,20002.51582258576
14657,40191,22.0,5.0,Stormy,Jam,2,Meal,scooter,1.0,No,Urban,24,20002.51582258576
14658,13841,26.0,4.7,Fog,High,1,Drinks,motorcycle,1.0,No,Metropolitian,20,20002.51582258576
14659,43806,20.0,4.3,Sandstorms,High,0,Buffet,motorcycle,2.0,No,Metropolitian,39,20002.51582258576
14660,11918,26.0,4.6,Windy,Jam,0,Snack,motorcycle,1.0,No,Metropolitian,21,20002.51582258576
14661,12066,27.0,2.7,Sunny,Low,1,Meal,scooter,1.0,No,Metropolitian,31,20002.51582258576
14662,31503,37.0,4.7,Windy,Jam,0,Meal,motorcycle,0.0,No,Metropolitian,35,20002.515822568155
14663,35096,32.0,4.8,Fog,Jam,0,Meal,motorcycle,3.0,No,Metropolitian,53,20002.515822568155
14664,44449,39.0,4.6,Sunny,Medium,1,Buffet,motorcycle,1.0,No,Metropolitian,22,20002.515822568155
14665,38481,22.0,4.8,Windy,Jam,0,Drinks,motorcycle,1.0,No,Metropolitian,35,20002.515822568155
14666,6385,50.0,6.0,,,3,Meal,electric_scooter,0.0,No,Urban,20,20002.515822568155
14667,17632,21.0,5.0,Cloudy,Medium,2,Buffet,electric_scooter,2.0,No,Metropolitian,39,20002.515822568155
14668,39731,30.0,4.7,Cloudy,Low,0,Buffet,motorcycle,1.0,No,Metropolitian,29,20002.515822568155
14669,6494,24.0,4.9,Fog,Low,0,Snack,motorcycle,1.0,No,Metropolitian,21,20002.515822568155
14670,19492,20.0,4.7,Fog,Low,1,Snack,motorcycle,1.0,No,Metropolitian,26,20002.515822568155
14671,40722,34.0,4.9,Sandstorms,Medium,1,Snack,motorcycle,1.0,No,Urban,29,20002.515822568155
14672,13936,34.0,4.6,Cloudy,Jam,0,Snack,motorcycle,1.0,No,Urban,28,20002.515822568155
14673,33644,38.0,4.6,Stormy,Low,2,Drinks,scooter,1.0,No,Urban,25,20002.515822568155
14674,3902,33.0,4.5,Sunny,High,1,Snack,scooter,0.0,No,Urban,15,20002.515822568155
14675,24342,32.0,4.6,Stormy,Low,2,Snack,scooter,0.0,No,Urban,28,20002.515822500918
14676,38928,35.0,4.8,Sunny,Low,1,Buffet,motorcycle,1.0,No,Urban,15,20002.515822500918
14677,18978,38.0,4.1,Windy,Jam,0,Drinks,motorcycle,1.0,No,Metropolitian,36,20002.515822500918
14678,40090,38.0,4.7,Fog,Low,1,Snack,motorcycle,1.0,No,Urban,16,20002.515822500918
14679,35155,,,Sunny,High,0,Snack,motorcycle,1.0,No,Metropolitian,42,20002.515822500918
14680,21746,24.0,4.9,Fog,Medium,2,Drinks,scooter,1.0,No,Metropolitian,35,20002.515822500918
14681,31288,21.0,4.7,Sandstorms,Low,0,Meal,motorcycle,1.0,No,Metropolitian,20,20002.515822500918
14682,14741,25.0,4.7,Sandstorms,Low,1,Buffet,motorcycle,1.0,No,Metropolitian,16,20002.515822500918
14683,44491,26.0,4.6,Fog,High,0,Drinks,motorcycle,1.0,No,Urban,21,20002.515822500918
14684,28325,25.0,4.7,Fog,Medium,1,Snack,scooter,0.0,No,Metropolitian,15,20002.515822500918
14685,16927,34.0,4.9,Stormy,Medium,1,Drinks,scooter,1.0,No,Metropolitian,29,20002.515822500918
14686,31622,21.0,4.8,Stormy,Low,0,Buffet,motorcycle,1.0,No,Metropolitian,20,20002.515822500918
14687,29247,38.0,4.5,Windy,Low,0,Drinks,motorcycle,1.0,No,Urban,22,20002.515822500918
14688,11017,24.0,4.9,Windy,Low,1,Meal,scooter,0.0,No,Urban,10,20002.515822390393
14689,13748,35.0,4.9,Sunny,Low,1,Meal,scooter,,No,Urban,24,20002.515822390393
14690,11432,27.0,4.9,Sandstorms,Jam,2,Snack,scooter,0.0,No,Urban,21,20002.515822390393
14691,25951,26.0,4.6,Sunny,Medium,2,Drinks,scooter,1.0,No,Metropolitian,18,20002.515822390393
14692,44068,34.0,4.9,Sandstorms,Low,1,Buffet,motorcycle,0.0,No,Metropolitian,21,20002.515822390393
14693,33721,35.0,3.5,Windy,Jam,2,Snack,motorcycle,1.0,No,Metropolitian,33,20002.515822390393
14694,43328,30.0,4.5,Sandstorms,Low,0,Meal,motorcycle,1.0,No,Metropolitian,21,20002.515822390393
14695,35967,21.0,4.6,Sandstorms,Low,2,Buffet,motorcycle,0.0,No,Metropolitian,15,20002.515822390393
14696,18205,25.0,4.7,Sunny,Low,1,Drinks,scooter,1.0,No,Urban,20,20002.515822390393
14697,43313,39.0,4.6,Windy,Low,1,Buffet,scooter,0.0,No,Metropolitian,27,20002.515822390393
14698,39853,,,Cloudy,Medium,0,Drinks,motorcycle,0.0,No,Semi-Urban,48,20002.515822390393
14699,36250,,,Cloudy,Low,0,Snack,motorcycle,0.0,No,Urban,18,20002.515822324473
14700,5053,38.0,4.9,Fog,Medium,0,Meal,motorcycle,1.0,No,Metropolitian,42,20002.515822324473
14701,2480,25.0,4.5,Sunny,High,2,Meal,scooter,0.0,No,Urban,17,20002.515822324473
14702,23646,27.0,4.7,Fog,Medium,0,Snack,motorcycle,0.0,No,Metropolitian,43,20002.515822324473
14703,17480,38.0,4.3,Sandstorms,Jam,0,Buffet,motorcycle,1.0,No,Metropolitian,36,20002.515822324473
14704,15434,32.0,4.7,Sunny,Medium,2,Snack,scooter,1.0,No,Metropolitian,18,20002.515822324473
14705,31949,33.0,4.5,Cloudy,Low,2,Meal,scooter,1.0,No,Metropolitian,36,20002.515822324473
14706,22925,27.0,5.0,Fog,Medium,1,Meal,scooter,1.0,No,Metropolitian,35,20002.515822324473
14707,36323,20.0,4.5,Sandstorms,Low,0,Snack,motorcycle,0.0,No,Metropolitian,23,20002.515822324473
14708,24433,22.0,4.9,Sandstorms,Jam,1,Meal,scooter,,No,Metropolitian,28,20002.515822324473
14709,10097,21.0,4.8,Fog,Low,2,Meal,electric_scooter,1.0,No,Metropolitian,17,20002.515822324473
14710,1211,22.0,4.7,Stormy,Medium,2,Meal,scooter,0.0,No,Metropolitian,24,20002.515822324473
14711,6864,38.0,3.6,Stormy,Medium,1,Drinks,scooter,1.0,No,Metropolitian,36,20002.515822324473
14712,36011,22.0,4.7,Windy,Jam,0,Buffet,motorcycle,1.0,No,Metropolitian,17,20002.51582232049
14713,43336,38.0,5.0,Sunny,Low,2,Meal,electric_scooter,1.0,No,Urban,11,20002.51582232049
14714,15442,31.0,3.5,Stormy,Jam,1,Meal,scooter,2.0,No,Metropolitian,39,20002.51582232049
14715,15351,32.0,4.8,Cloudy,Jam,0,Meal,motorcycle,1.0,No,Metropolitian,28,20002.51582232049
14716,30964,,,,,3,Meal,scooter,0.0,No,Metropolitian,25,20002.51582232049
14717,20924,26.0,4.7,Stormy,Low,1,Meal,scooter,0.0,No,Urban,14,20002.51582232049
14718,39163,36.0,4.9,Sunny,Jam,1,Buffet,scooter,1.0,No,Metropolitian,24,20002.51582232049
14719,4802,37.0,4.8,Stormy,Medium,1,Buffet,scooter,0.0,No,Metropolitian,26,20002.51582232049
14720,30359,27.0,4.7,Fog,Low,2,Buffet,scooter,0.0,No,Urban,20,20002.51582232049
14721,11249,37.0,4.7,Sunny,Low,1,Meal,scooter,1.0,No,Metropolitian,16,20002.51582232049
14722,44889,25.0,4.5,Stormy,Low,0,Snack,motorcycle,0.0,No,Metropolitian,22,20002.51582225711
14723,25681,31.0,4.2,Fog,Low,2,Buffet,scooter,0.0,No,Metropolitian,37,20002.51582225711
14724,11724,22.0,4.5,Stormy,Jam,0,Snack,motorcycle,0.0,No,Metropolitian,25,20002.51582225711
14725,15967,25.0,4.6,Sandstorms,Medium,0,Meal,motorcycle,0.0,No,Metropolitian,25,20002.51582225711
14726,5147,33.0,5.0,Cloudy,High,2,Buffet,scooter,0.0,No,Metropolitian,31,20002.51582225711
14727,9372,25.0,4.7,Sandstorms,High,2,Drinks,scooter,0.0,No,Urban,17,20002.51582225711
14728,10268,36.0,4.8,Sunny,Jam,0,Buffet,motorcycle,1.0,No,Metropolitian,22,20002.51582225711
14729,33588,37.0,5.0,Windy,Jam,2,Drinks,scooter,1.0,No,Metropolitian,30,20002.51582225711
14730,44884,35.0,3.6,Stormy,Jam,2,Drinks,scooter,0.0,No,Metropolitian,39,20002.51582225711
14731,43342,24.0,4.7,Windy,Medium,0,Drinks,motorcycle,1.0,No,Urban,29,20002.51582225711
14732,33385,,,Sandstorms,Low,1,Buffet,scooter,1.0,No,Metropolitian,19,20002.51582225711
14733,39787,38.0,4.1,Fog,Low,2,Meal,scooter,1.0,No,Metropolitian,38,20002.51582225711
14734,684,26.0,4.8,Fog,Medium,0,Drinks,motorcycle,1.0,No,Urban,21,20002.51582225711
14735,4855,31.0,4.9,Cloudy,Low,1,Snack,motorcycle,0.0,No,Metropolitian,17,20002.51582225024
14736,20726,30.0,4.5,Sunny,Medium,0,Meal,motorcycle,1.0,No,Metropolitian,29,20002.51582225024
14737,4092,32.0,4.6,Cloudy,Medium,0,Meal,motorcycle,3.0,No,Metropolitian,45,20002.51582225024
14738,17628,38.0,5.0,Windy,Medium,2,Drinks,motorcycle,0.0,No,Metropolitian,29,20002.51582225024
14739,9058,34.0,3.5,Stormy,Jam,1,Buffet,motorcycle,2.0,No,Metropolitian,39,20002.51582225024
14740,6556,21.0,4.5,Sandstorms,Low,2,Snack,electric_scooter,1.0,No,Metropolitian,10,20002.51582225024
14741,21561,20.0,5.0,Stormy,Medium,0,Snack,motorcycle,1.0,No,Metropolitian,18,20002.51582225024
14742,39308,,,Sandstorms,Low,1,Snack,motorcycle,0.0,No,Metropolitian,17,20002.51582225024
14743,10666,21.0,4.8,Cloudy,High,2,Meal,electric_scooter,0.0,No,Metropolitian,34,20002.51582225024
14744,36770,35.0,4.9,Fog,Low,0,Meal,motorcycle,1.0,No,Metropolitian,26,20002.515822177524
14745,11355,39.0,4.9,Cloudy,Medium,1,Drinks,scooter,0.0,No,Metropolitian,15,20002.515822177524
14746,34326,24.0,4.7,Fog,Medium,0,Snack,motorcycle,1.0,No,Urban,30,20002.515822177524
14747,6996,37.0,4.7,Windy,Jam,0,Buffet,motorcycle,1.0,No,Metropolitian,37,20002.515822177524
14748,30504,25.0,5.0,Fog,Jam,2,Drinks,scooter,1.0,No,Metropolitian,33,20002.515822177524
14749,18776,32.0,4.7,Cloudy,Jam,0,Snack,motorcycle,1.0,Yes,Metropolitian,43,20002.515822177524
14750,23053,27.0,5.0,Windy,Low,1,Buffet,motorcycle,0.0,No,Metropolitian,11,20002.515822177524
14751,32455,23.0,4.6,Sandstorms,Jam,0,Meal,motorcycle,0.0,No,Metropolitian,29,20002.515822177524
14752,19171,29.0,4.3,Sandstorms,Low,0,Snack,motorcycle,0.0,No,Metropolitian,20,20002.515822177524
14753,36595,23.0,4.8,Fog,Jam,2,Snack,scooter,0.0,No,Metropolitian,32,20002.515822177524
14754,17074,,,Stormy,High,1,Snack,motorcycle,0.0,No,Metropolitian,34,20002.51582189811
14755,37372,22.0,4.5,Fog,Medium,0,Buffet,motorcycle,2.0,No,Metropolitian,36,20002.51582189811
14756,15507,21.0,4.9,Fog,Low,0,Meal,motorcycle,0.0,No,Metropolitian,16,20002.51582189811
14757,18622,38.0,4.6,Sunny,Jam,1,Drinks,motorcycle,0.0,No,Metropolitian,30,20002.51582189811
14758,23787,39.0,4.9,Sunny,Low,1,Buffet,scooter,1.0,No,Urban,19,20002.51582189811
14759,2717,38.0,4.6,Stormy,High,1,Snack,scooter,0.0,No,Urban,25,20002.51582189811
14760,23957,25.0,5.0,Stormy,Jam,2,Meal,electric_scooter,1.0,No,Urban,18,20002.51582189811
14761,42231,32.0,4.8,Sandstorms,Low,1,Meal,scooter,1.0,No,Metropolitian,20,20002.51582189811
14762,42442,38.0,4.6,Sandstorms,Jam,0,Meal,motorcycle,1.0,No,Metropolitian,36,20002.51582189811
14763,7503,38.0,4.9,Fog,Medium,2,Buffet,scooter,1.0,No,Metropolitian,15,20002.51582189811
14764,40797,23.0,5.0,Sandstorms,Low,1,Buffet,scooter,,No,Metropolitian,18,20002.515821801153
14765,23652,22.0,4.3,Fog,Jam,1,Drinks,motorcycle,1.0,No,Metropolitian,33,20002.515821801153
14766,24965,32.0,4.0,Fog,Jam,1,Meal,motorcycle,1.0,Yes,Metropolitian,45,20002.515821801153
14767,9090,34.0,4.7,Cloudy,Low,1,Buffet,motorcycle,1.0,No,Urban,18,20002.515821801153
14768,13993,23.0,4.8,Fog,High,2,Snack,scooter,0.0,No,Metropolitian,34,20002.515821801153
14769,24030,37.0,4.8,Sunny,Medium,0,Drinks,motorcycle,0.0,No,Metropolitian,33,20002.515821801153
14770,24331,27.0,4.9,Sunny,Low,0,Buffet,motorcycle,1.0,No,Metropolitian,29,20002.515821801153
14771,22254,25.0,4.7,Cloudy,Low,2,Drinks,scooter,1.0,,Urban,11,20002.515821801153
14772,19880,30.0,4.2,Sandstorms,Jam,1,Buffet,scooter,1.0,No,Metropolitian,32,20002.515821801153
14773,2876,24.0,4.8,Sunny,Low,1,Buffet,motorcycle,1.0,No,Metropolitian,19,20002.515821749974
14774,41404,29.0,4.6,Cloudy,Low,1,Meal,motorcycle,0.0,No,Urban,17,20002.515821749974
14775,36605,38.0,4.0,Cloudy,Jam,1,Drinks,scooter,2.0,No,Metropolitian,45,20002.515821749974
14776,32607,37.0,5.0,Sandstorms,Medium,0,Drinks,motorcycle,1.0,No,Metropolitian,26,20002.515821749974
14777,44631,23.0,4.8,Sunny,Jam,0,Drinks,motorcycle,1.0,No,Metropolitian,21,20002.515821749974
14778,12699,36.0,4.8,Sunny,Jam,1,Meal,scooter,1.0,No,Metropolitian,29,20002.515821749974
14779,24194,36.0,4.6,Sunny,Low,0,Buffet,motorcycle,1.0,No,Metropolitian,21,20002.515821749974
14780,20391,33.0,4.6,Fog,Jam,1,Snack,scooter,1.0,No,Metropolitian,25,20002.515821749974
14781,21043,21.0,4.8,Fog,High,1,Drinks,scooter,0.0,No,Urban,27,20002.515821749974
14782,19259,37.0,4.6,Fog,Low,0,Buffet,motorcycle,2.0,No,Metropolitian,43,20002.515821749974
14783,12323,28.0,4.5,Cloudy,Jam,0,Meal,motorcycle,1.0,Yes,Urban,47,20002.515821749974
14784,44904,35.0,4.7,Fog,Jam,0,Snack,motorcycle,1.0,No,Metropolitian,47,20002.515796080163
14785,10312,35.0,4.1,Cloudy,Medium,1,Meal,scooter,1.0,No,Metropolitian,38,20002.515796080163
14786,18018,20.0,5.0,Sandstorms,Jam,0,Snack,motorcycle,1.0,No,Metropolitian,30,20002.515796080163
14787,3782,39.0,4.9,Sunny,Jam,1,Snack,scooter,1.0,No,Urban,22,20002.515796080163
14788,43247,31.0,4.8,Sandstorms,High,0,Snack,motorcycle,1.0,No,Semi-Urban,48,20002.515796080163
14789,8955,21.0,5.0,Sandstorms,Medium,2,Buffet,electric_scooter,1.0,No,Metropolitian,26,20002.515796080163
14790,20460,,,,,3,Drinks,scooter,0.0,No,Metropolitian,31,20002.515796080163
14791,17608,39.0,4.6,Sunny,High,2,Drinks,scooter,0.0,No,Metropolitian,21,20002.515796080163
14792,31054,27.0,4.6,Fog,Jam,1,Drinks,scooter,1.0,No,Metropolitian,24,20002.515796080163
14793,23139,33.0,4.8,Sunny,Low,0,Meal,motorcycle,0.0,No,Metropolitian,21,20002.515796080163
14794,33215,36.0,4.6,Cloudy,Low,0,Buffet,motorcycle,1.0,No,Metropolitian,24,20002.515796080163
14795,32141,,,Cloudy,Low,0,Buffet,motorcycle,1.0,No,Metropolitian,21,20002.515796080163
14796,6759,30.0,4.6,Sunny,Jam,2,Drinks,electric_scooter,1.0,No,Metropolitian,21,20002.515795509775
14797,41411,36.0,4.9,Fog,Low,2,Snack,scooter,0.0,No,Urban,15,20002.515795509775
14798,29468,33.0,4.6,Cloudy,Jam,1,Drinks,motorcycle,1.0,No,Metropolitian,30,20002.515795509775
14799,2215,34.0,4.8,Stormy,Low,2,Meal,electric_scooter,1.0,No,Metropolitian,27,20002.515795509775
14800,2985,33.0,4.0,Cloudy,Medium,0,Buffet,motorcycle,1.0,No,,34,20002.515795509775
14801,22138,33.0,4.9,Fog,Jam,0,Drinks,motorcycle,1.0,No,Metropolitian,50,20002.515795509775
14802,41732,33.0,3.7,Sandstorms,Medium,1,Buffet,motorcycle,2.0,No,Metropolitian,39,20002.515795509775
14803,8358,23.0,4.8,Cloudy,Low,2,Meal,scooter,1.0,No,Metropolitian,17,20002.515795509775
14804,44675,21.0,4.9,Stormy,Jam,2,Snack,electric_scooter,1.0,No,Metropolitian,27,20002.515795509775
14805,44115,24.0,4.6,Fog,Low,2,Buffet,motorcycle,0.0,No,Urban,14,20002.515795509775
14806,42098,24.0,4.6,Stormy,Jam,1,Meal,scooter,1.0,No,Metropolitian,23,20002.515795509775
14807,35888,35.0,4.4,Windy,Medium,0,Drinks,motorcycle,0.0,No,Urban,35,20002.515795509775
14808,16593,26.0,4.7,Fog,Low,0,Meal,motorcycle,1.0,No,Metropolitian,21,20002.51579549251
14809,27495,23.0,4.5,Fog,Low,0,Snack,motorcycle,1.0,No,Metropolitian,23,20002.51579549251
14810,34871,23.0,4.9,Sunny,Medium,0,Buffet,motorcycle,,No,Metropolitian,21,20002.51579549251
14811,34488,24.0,4.8,Sandstorms,Low,1,Buffet,motorcycle,0.0,No,,12,20002.51579549251
14812,326,39.0,4.4,Cloudy,Jam,1,Drinks,scooter,1.0,No,Metropolitian,46,20002.51579549251
14813,4024,38.0,4.3,Windy,Medium,0,Drinks,motorcycle,0.0,No,Metropolitian,35,20002.51579549251
14814,31500,37.0,4.9,Sandstorms,High,2,Buffet,scooter,1.0,No,Metropolitian,29,20002.51579549251
14815,21312,34.0,4.7,Sunny,Medium,0,Drinks,motorcycle,1.0,No,Urban,27,20002.51579549251
14816,749,21.0,4.9,Sunny,Medium,2,Snack,motorcycle,0.0,No,Metropolitian,19,20002.51579549251
14817,23956,36.0,4.8,Windy,Jam,2,Meal,scooter,1.0,No,Metropolitian,27,20002.51579549251
14818,24703,25.0,4.6,Fog,Low,1,Snack,motorcycle,0.0,No,Metropolitian,22,20002.515795417243
14819,22810,39.0,5.0,Fog,Medium,1,Buffet,scooter,1.0,No,Metropolitian,34,20002.515795417243
14820,24378,32.0,4.8,Sunny,Low,2,Snack,electric_scooter,1.0,No,Metropolitian,29,20002.515795417243
14821,14109,37.0,4.6,Fog,Medium,0,Snack,motorcycle,1.0,No,Urban,28,20002.515795417243
14822,36971,29.0,4.8,Fog,Jam,0,Buffet,motorcycle,1.0,No,Metropolitian,22,20002.515795417243
14823,40741,33.0,4.9,Cloudy,High,2,Buffet,motorcycle,2.0,No,Metropolitian,34,20002.515795417243
14824,5342,22.0,4.6,Sunny,Medium,1,Drinks,motorcycle,0.0,No,Metropolitian,18,20002.515795417243
14825,4025,20.0,5.0,Fog,Medium,0,Drinks,motorcycle,1.0,No,Metropolitian,24,20002.515795417243
14826,7447,20.0,4.1,Cloudy,Medium,2,Meal,motorcycle,1.0,No,Metropolitian,36,20002.515795417243
14827,31727,25.0,4.9,Windy,Jam,1,Buffet,scooter,0.0,No,Metropolitian,29,20002.515795417243
14828,27078,25.0,4.9,Cloudy,Medium,0,Meal,motorcycle,0.0,No,Metropolitian,43,20002.515795417243
14829,41007,38.0,4.8,Fog,Jam,2,Snack,motorcycle,2.0,No,Metropolitian,36,20002.515795417243
14830,27372,36.0,4.8,Windy,Low,2,Meal,scooter,1.0,No,Metropolitian,20,20002.51579532225
14831,31890,29.0,4.6,Windy,High,1,Buffet,scooter,0.0,No,Metropolitian,22,20002.51579532225
14832,5896,32.0,4.9,Sunny,Jam,2,Buffet,motorcycle,0.0,No,,19,20002.51579532225
14833,28175,36.0,4.9,Cloudy,Jam,2,Drinks,scooter,1.0,No,Metropolitian,45,20002.51579532225
14834,28176,20.0,4.6,Sandstorms,Low,1,Meal,motorcycle,0.0,No,Urban,18,20002.51579532225
14835,32685,35.0,4.6,Windy,Jam,2,Buffet,motorcycle,1.0,No,Metropolitian,25,20002.51579532225
14836,9398,38.0,4.3,Windy,Low,0,Snack,motorcycle,1.0,No,Urban,24,20002.51579532225
14837,1611,26.0,4.5,Sunny,Medium,1,Buffet,motorcycle,1.0,No,Metropolitian,16,20002.51579532225
14838,28301,29.0,4.3,Fog,Jam,2,Meal,electric_scooter,1.0,No,Metropolitian,38,20002.51579532225
14839,39650,28.0,4.7,Sunny,Jam,1,Buffet,scooter,0.0,No,Urban,19,20002.51579532225
14840,20650,20.0,4.5,Stormy,Jam,2,Meal,scooter,0.0,No,Metropolitian,25,20002.51579532225
14841,40011,22.0,4.9,Sandstorms,Jam,0,Meal,motorcycle,0.0,No,Metropolitian,24,20002.51579532225
14842,31200,32.0,4.8,Sandstorms,Low,2,Buffet,scooter,0.0,No,,21,20002.515795294978
14843,41126,,,Fog,Jam,2,Snack,scooter,1.0,No,Metropolitian,49,20002.515795294978
14844,31887,35.0,4.0,Windy,Jam,1,Snack,scooter,1.0,No,Metropolitian,34,20002.515795294978
14845,32893,21.0,4.9,Stormy,Medium,2,Drinks,electric_scooter,1.0,No,Metropolitian,28,20002.515795294978
14846,16061,32.0,4.3,Windy,Jam,1,Meal,scooter,1.0,No,Urban,32,20002.515795294978
14847,3687,39.0,4.6,Cloudy,Medium,0,Meal,motorcycle,1.0,No,Metropolitian,37,20002.515795294978
14848,18212,26.0,4.9,Sandstorms,Jam,1,Buffet,scooter,1.0,No,Metropolitian,24,20002.515795294978
14849,963,25.0,4.6,Sunny,Medium,2,Snack,motorcycle,0.0,No,Metropolitian,15,20002.515795294978
14850,28289,31.0,4.8,Fog,Medium,2,Drinks,scooter,1.0,No,Metropolitian,31,20002.515795294978
14851,20942,39.0,4.6,Cloudy,Low,2,Drinks,scooter,1.0,No,Metropolitian,19,20002.515795294978
14852,1412,39.0,4.8,Cloudy,Medium,0,Snack,motorcycle,1.0,No,,34,20002.515795294978
14853,25065,29.0,4.8,Sunny,Low,2,Meal,electric_scooter,1.0,No,Metropolitian,20,20002.515795294978
14854,22740,30.0,4.5,Fog,Medium,0,Drinks,motorcycle,0.0,No,Metropolitian,46,20002.515795294978
14855,14952,21.0,4.7,Sunny,Medium,1,Snack,scooter,1.0,No,Metropolitian,17,20002.515795294978
14856,44840,36.0,5.0,Cloudy,Medium,1,Drinks,scooter,1.0,No,Metropolitian,37,20002.515795294978
14857,18179,28.0,4.1,Fog,Jam,2,Meal,scooter,0.0,No,Metropolitian,32,20002.51579505205
14858,26778,27.0,4.1,Stormy,Jam,0,Snack,motorcycle,1.0,No,Metropolitian,37,20002.51579505205
14859,6270,36.0,4.4,Windy,Low,0,Meal,motorcycle,1.0,No,Urban,22,20002.51579505205
14860,44503,36.0,4.6,Sandstorms,Jam,1,Meal,motorcycle,1.0,No,Metropolitian,33,20002.51579505205
14861,6500,29.0,4.8,Cloudy,Jam,2,Buffet,motorcycle,1.0,No,Metropolitian,29,20002.51579505205
14862,13820,28.0,4.9,Fog,Low,0,Buffet,motorcycle,1.0,No,Metropolitian,20,20002.51579505205
14863,1634,35.0,4.1,Fog,Medium,1,Snack,motorcycle,1.0,No,Metropolitian,38,20002.51579505205
14864,37104,32.0,5.0,Cloudy,Medium,2,Meal,scooter,1.0,No,Metropolitian,17,20002.51579505205
14865,29049,39.0,4.7,Fog,Low,1,Drinks,motorcycle,,No,Urban,17,20002.51579505205
14866,26909,31.0,4.4,Cloudy,Jam,2,Drinks,scooter,1.0,No,Metropolitian,48,20002.51579505205
14867,6187,23.0,4.5,Fog,Jam,1,Meal,motorcycle,1.0,No,Metropolitian,27,20002.51579505205
14868,2038,21.0,4.5,Sunny,High,0,Snack,motorcycle,2.0,Yes,Metropolitian,52,20002.51579505205
14869,22357,22.0,4.9,Windy,Medium,0,Snack,motorcycle,1.0,No,Urban,26,20002.51579505205
14870,30856,37.0,4.8,Fog,Medium,1,Buffet,scooter,0.0,No,Urban,15,20002.51579505205
14871,17181,,,Sandstorms,Low,0,Snack,motorcycle,1.0,No,Metropolitian,27,20002.51579505205
14872,24751,32.0,4.7,Sandstorms,Jam,1,Meal,motorcycle,1.0,No,Metropolitian,30,20002.515794989933
14873,39036,28.0,4.7,Sandstorms,High,0,Buffet,motorcycle,1.0,No,Metropolitian,20,20002.515794989933
14874,28970,29.0,4.9,Sunny,High,1,Buffet,scooter,0.0,No,Metropolitian,12,20002.515794989933
14875,3557,37.0,4.9,Fog,Jam,2,Drinks,motorcycle,0.0,No,Metropolitian,25,20002.515794989933
14876,30492,21.0,4.6,Cloudy,Jam,2,Snack,scooter,0.0,No,Metropolitian,33,20002.515794989933
14877,12287,23.0,5.0,Windy,Medium,2,Drinks,electric_scooter,1.0,No,Metropolitian,21,20002.515794989933
14878,38032,33.0,4.9,Sandstorms,Low,1,Snack,motorcycle,1.0,No,Metropolitian,24,20002.515794989933
14879,8776,30.0,4.7,Sunny,Low,2,Snack,electric_scooter,,No,Metropolitian,12,20002.515794989933
14880,13585,33.0,4.7,Sunny,Medium,1,Snack,motorcycle,1.0,No,Metropolitian,21,20002.515794989933
14881,42308,34.0,4.7,Sunny,Jam,1,Drinks,motorcycle,1.0,No,Metropolitian,20,20002.515794989933
14882,10367,39.0,5.0,Fog,High,1,Drinks,motorcycle,1.0,No,Urban,29,20002.515794989933
14883,29560,25.0,4.6,Stormy,Jam,2,Buffet,scooter,0.0,No,Metropolitian,16,20002.515794882045
14884,27271,28.0,4.6,Stormy,Medium,2,Snack,scooter,1.0,No,Urban,18,20002.515794882045
14885,43257,26.0,4.8,Cloudy,Low,1,Drinks,scooter,0.0,No,Metropolitian,13,20002.515794882045
14886,28148,27.0,5.0,Sunny,Low,2,Buffet,scooter,1.0,No,Metropolitian,28,20002.515794882045
14887,18859,34.0,4.7,Fog,Low,0,Buffet,motorcycle,1.0,No,Metropolitian,23,20002.515794882045
14888,3705,27.0,4.3,Sandstorms,Jam,0,Snack,motorcycle,1.0,No,Metropolitian,35,20002.515794882045
14889,24403,29.0,4.8,Cloudy,Low,0,Buffet,motorcycle,1.0,No,Metropolitian,22,20002.515794882045
14890,41079,21.0,4.6,Stormy,Jam,2,Buffet,scooter,1.0,No,Metropolitian,20,20002.515794882045
14891,5204,33.0,4.7,Stormy,Low,1,Meal,scooter,1.0,No,Metropolitian,25,20002.515794882045
14892,26564,34.0,5.0,Cloudy,Medium,0,Meal,motorcycle,2.0,No,Metropolitian,41,20002.515794882045
14893,625,35.0,4.8,Windy,Medium,2,Buffet,scooter,1.0,No,Metropolitian,29,20002.515794830193
14894,14254,31.0,4.4,Stormy,Medium,0,Snack,motorcycle,1.0,Yes,Metropolitian,46,20002.515794830193
14895,7554,37.0,4.5,Sunny,Jam,1,Snack,scooter,1.0,No,Urban,17,20002.515794830193
14896,26021,25.0,4.9,Sandstorms,Jam,0,Meal,motorcycle,1.0,No,Metropolitian,29,20002.515794830193
14897,32534,32.0,4.3,Cloudy,Jam,2,Drinks,electric_scooter,0.0,No,Metropolitian,39,20002.515794830193
14898,12199,27.0,4.4,Windy,High,0,Snack,motorcycle,1.0,No,Metropolitian,31,20002.515794830193
14899,15248,37.0,4.7,Cloudy,Medium,1,Snack,scooter,1.0,No,Urban,15,20002.515794830193
14900,12744,,,,,3,Drinks,motorcycle,1.0,No,Metropolitian,28,20002.515794830193
14901,22205,34.0,4.8,Sunny,Low,2,Buffet,scooter,0.0,No,Metropolitian,15,20002.515794830193
